"accession","type","variant","isoform","protein_len","taxonomy id","organism","vgnc_id","hgnc_gene_name","ensembl_gene_id","species_name","order"
"XP_038537502.1","H2A","macroH2A.1","","234.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038537501.1","H2A","macroH2A.1","","235.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038537500.1","H2A","macroH2A.1","","235.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038537499.1","H2A","macroH2A.1","","235.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038537498.1","H2A","macroH2A.1","","235.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038518113.1","H2A","macroH2A.1","","368.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038518106.1","H2A","macroH2A.1","","369.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038518097.1","H2A","macroH2A.1","","371.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038518078.1","H2A","macroH2A.1","","372.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038518069.1","H2A","macroH2A.1","","372.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038518060.1","H2A","macroH2A.1","","372.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_538635.3","H2A","macroH2A.1","","372.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038408147.1","H2A","macroH2A.1","","368.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038408146.1","H2A","macroH2A.1","","369.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038408145.1","H2A","macroH2A.1","","371.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038408144.1","H2A","macroH2A.1","","372.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038408143.1","H2A","macroH2A.1","","372.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038408142.1","H2A","macroH2A.1","","372.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038408141.1","H2A","macroH2A.1","","372.0","9615","Dog","VGNC:81622","","ENSCAFG00000001076","Canis lupus familiaris","Carnivora"
"XP_038518742.1","H2A","macroH2A.2","","372.0","9615","Dog","VGNC:81623","","ENSCAFG00000014002","Canis lupus familiaris","Carnivora"
"XP_038346464.1","H2A","macroH2A.2","","372.0","9615","Dog","VGNC:81623","","ENSCAFG00000014002","Canis lupus familiaris","Carnivora"
"XP_038390125.1","H2A","macroH2A.2","","372.0","9615","Dog","VGNC:81623","","ENSCAFG00000014002","Canis lupus familiaris","Carnivora"
"XP_023490101.1","H2A","H2A.B","","115","9796","Horse","VGNC:83788","","ENSECAG00000037455","Equus caballus","Perissodactyla"
"XP_023489817.1","H2A","H2A.B","","115","9796","Horse","VGNC:83789","","ENSECAG00000029871","Equus caballus","Perissodactyla"
"XP_005603679.1","H2A","clustered H2A","isoform_6","130","9796","Horse","VGNC:83792","","","Equus caballus","Perissodactyla"
"XP_023479918.1","H2A","clustered H2A","isoform_8","130","9796","Horse","VGNC:83790","","ENSECAG00000041373","Equus caballus","Perissodactyla"
"XP_005603689.1","H2A","clustered H2A","isoform_9","128","9796","Horse","VGNC:83791","","ENSECAG00000042371","Equus caballus","Perissodactyla"
"XP_001494450.3","H2A","clustered H2A","isoform_9","128","9796","Horse","VGNC:83793","","ENSECAG00000043633","Equus caballus","Perissodactyla"
"XP_070100451.1","H2A","clustered H2A","isoform_6","130","9796","Horse","VGNC:95404","","","Equus caballus","Perissodactyla"
"XP_070100450.1","H2A","clustered H2A","isoform_10","181","9796","Horse","VGNC:83794","","ENSECAG00000040805","Equus caballus","Perissodactyla"
"XP_014589773.1","H2A","clustered H2A","isoform_8","130","9796","Horse","VGNC:83798","","ENSECAG00000036162","Equus caballus","Perissodactyla"
"XP_001488204.1","H2A","clustered H2A","isoform_12","130","9796","Horse","VGNC:95391","","ENSECAG00000043631","Equus caballus","Perissodactyla"
"NP_001422592.1","H2A","clustered H2A","isoform_13","129","9796","Horse","VGNC:95395","","ENSECAG00000042897","Equus caballus","Perissodactyla"
"XP_023497056.1","H2A","clustered H2A","isoform_14","130","9796","Horse","VGNC:83797","","ENSECAG00000040706","Equus caballus","Perissodactyla"
"XP_005599707.1","H2A","clustered H2A","isoform_15","130","9796","Horse","VGNC:83805","","ENSECAG00000006041","Equus caballus","Perissodactyla"
"XP_001496794.1","H2A","clustered H2A","isoform_2","130","9796","Horse","VGNC:83796","","ENSECAG00000037839","Equus caballus","Perissodactyla"
"XP_005603677.1","H2A","clustered H2A","isoform_4","130","9796","Horse","VGNC:83800","","ENSECAG00000038416","Equus caballus","Perissodactyla"
"NP_001422713.1","H2A","clustered H2A","isoform_5","130","9796","Horse","VGNC:83801","","ENSECAG00000037338","Equus caballus","Perissodactyla"
"XP_014589727.1","H2A","clustered H2A","isoform_6","130","9796","Horse","VGNC:83799","","ENSECAG00000033031","Equus caballus","Perissodactyla"
"XP_014589726.1","H2A","clustered H2A","isoform_3","130","9796","Horse","VGNC:83802","","ENSECAG00000039905","Equus caballus","Perissodactyla"
"XP_070100272.1","H2A","clustered H2A","isoform_7","130","9796","Horse","VGNC:83804","","ENSECAG00000031036","Equus caballus","Perissodactyla"
"XP_014596204.2","H2A","H2A.J","","129","9796","Horse","VGNC:83803","","ENSECAG00000034818","Equus caballus","Perissodactyla"
"XP_023489632.2","H2A","H2A.P","","109","9796","Horse","VGNC:83806","","","Equus caballus","Perissodactyla"
"XP_023500737.1","H2A","H2A.X","","143","9796","Horse","VGNC:83807","","ENSECAG00000029766","Equus caballus","Perissodactyla"
"XP_023493427.1","H2A","H2A.Z.1","","128","9796","Horse","VGNC:83808","","ENSECAG00000023732","Equus caballus","Perissodactyla"
"XP_023494789.1","H2A","H2A.Z.2","","128","9796","Horse","VGNC:83809","","ENSECAG00000016692","Equus caballus","Perissodactyla"
"XP_070090384.1","H2A","macroH2A.1","","368","9796","Horse","VGNC:81621","","ENSECAG00000010224","Equus caballus","Perissodactyla"
"XP_070090383.1","H2A","macroH2A.1","","371","9796","Horse","VGNC:81621","","ENSECAG00000010224","Equus caballus","Perissodactyla"
"XP_023473436.1","H2A","macroH2A.1","","368","9796","Horse","VGNC:81621","","ENSECAG00000010224","Equus caballus","Perissodactyla"
"XP_023473435.1","H2A","macroH2A.1","","369","9796","Horse","VGNC:81621","","ENSECAG00000010224","Equus caballus","Perissodactyla"
"XP_023473434.1","H2A","macroH2A.1","","371","9796","Horse","VGNC:81621","","ENSECAG00000010224","Equus caballus","Perissodactyla"
"XP_023473432.1","H2A","macroH2A.1","","372","9796","Horse","VGNC:81621","","ENSECAG00000010224","Equus caballus","Perissodactyla"
"XP_023473431.1","H2A","macroH2A.1","","372","9796","Horse","VGNC:81621","","ENSECAG00000010224","Equus caballus","Perissodactyla"
"XP_023499980.1","H2A","macroH2A.2","","342","9796","Horse","VGNC:55911","","ENSECAG00000019223","Equus caballus","Perissodactyla"
"XP_005602490.2","H2A","macroH2A.2","","372","9796","Horse","VGNC:55911","","ENSECAG00000019223","Equus caballus","Perissodactyla"
"XP_001088506.1","H2A","H2A.B","","115","9544","Macaque","VGNC:109669","","ENSMMUG00000059127","Macaca mulatta","Primates"
"XP_014996354.1","H2A","H2A.B","","115","9544","Macaque","VGNC:109668","","ENSMMUG00000055745","Macaca mulatta","Primates"
"XP_014996353.1","H2A","H2A.B","","115","9544","Macaque","VGNC:109670","","","Macaca mulatta","Primates"
"XP_014996351.1","H2A","clustered H2A","isoform_1","131","9544","Macaque","VGNC:109672","","ENSMMUG00000039988","Macaca mulatta","Primates"
"XP_028703609.1","H2A","clustered H2A","","117","9544","Macaque","VGNC:109679","","","Macaca mulatta","Primates"
"XP_014991239.1","H2A","clustered H2A","isoform_5","130","9544","Macaque","VGNC:109681","","ENSMMUG00000052414","Macaca mulatta","Primates"
"XP_001093153.1","H2A","clustered H2A","isoform_7","128","9544","Macaque","VGNC:109682","","ENSMMUG00000061750","Macaca mulatta","Primates"
"NP_001180960.1","H2A","clustered H2A","isoform_5","130","9544","Macaque","VGNC:109680","","ENSMMUG00000055788","Macaca mulatta","Primates"
"NP_001180966.1","H2A","clustered H2A","isoform_8","128","9544","Macaque","VGNC:109685","","ENSMMUG00000052150","Macaca mulatta","Primates"
"XP_014991251.1","H2A","clustered H2A","isoform_5","130","9544","Macaque","VGNC:109683","","ENSMMUG00000042665","Macaca mulatta","Primates"
"XP_001096671.1","H2A","clustered H2A","isoform_6","130","9544","Macaque","VGNC:109684","","ENSMMUG00000062046","Macaca mulatta","Primates"
"XP_001097227.1","H2A","clustered H2A","isoform_5","130","9544","Macaque","VGNC:109686","","ENSMMUG00000049519","Macaca mulatta","Primates"
"XP_028685339.1","H2A","clustered H2A","isoform_9","130","9544","Macaque","VGNC:109688","","","Macaca mulatta","Primates"
"XP_001084365.1","H2A","clustered H2A","isoform_9","130","9544","Macaque","VGNC:109687","","","Macaca mulatta","Primates"
"XP_001096626.1","H2A","clustered H2A","isoform_10","129","9544","Macaque","VGNC:109690","","ENSMMUG00000037540","Macaca mulatta","Primates"
"XP_001096734.1","H2A","clustered H2A","isoform_11","130","9544","Macaque","VGNC:109689","","ENSMMUG00000061036","Macaca mulatta","Primates"
"NP_001252555.1","H2A","clustered H2A","isoform_12","130","9544","Macaque","VGNC:109691","","ENSMMUG00000041308","Macaca mulatta","Primates"
"NP_001180653.1","H2A","clustered H2A","isoform_2","130","9544","Macaque","VGNC:109675","","","Macaca mulatta","Primates"
"NP_001180707.1","H2A","clustered H2A","isoform_3","130","9544","Macaque","VGNC:109676","","ENSMMUG00000060294","Macaca mulatta","Primates"
"NP_001180722.1","H2A","clustered H2A","isoform_4","130","9544","Macaque","VGNC:109677","","","Macaca mulatta","Primates"
"XP_001087578.1","H2A","clustered H2A","isoform_2","130","9544","Macaque","VGNC:109678","","ENSMMUG00000060663","Macaca mulatta","Primates"
"NP_001180795.1","H2A","H2A.J","","129","9544","Macaque","VGNC:99938","","ENSMMUG00000018013","Macaca mulatta","Primates"
"XP_014982656.1","H2A","H2A.P","","117","9544","Macaque","VGNC:109693","","","Macaca mulatta","Primates"
"NP_001181134.1","H2A","H2A.X","","143","9544","Macaque","VGNC:109694","","ENSMMUG00000044496","Macaca mulatta","Primates"
"XP_014971377.1","H2A","H2A.X","","143","9544","Macaque","VGNC:109694","","ENSMMUG00000044496","Macaca mulatta","Primates"
"NP_001180479.1","H2A","H2A.Z.1","","128","9544","Macaque","VGNC:109696","","ENSMMUG00000038454","Macaca mulatta","Primates"
"NP_001247938.1","H2A","H2A.Z.2","","90","9544","Macaque","VGNC:81324","","ENSMMUG00000000962","Macaca mulatta","Primates"
"XP_014989036.1","H2A","H2A.Z.2","","66","9544","Macaque","VGNC:81324","","ENSMMUG00000000962","Macaca mulatta","Primates"
"XP_014989035.1","H2A","H2A.Z.2","","114","9544","Macaque","VGNC:81324","","ENSMMUG00000000962","Macaca mulatta","Primates"
"XP_014989034.1","H2A","H2A.Z.2","","128","9544","Macaque","VGNC:81324","","ENSMMUG00000000962","Macaca mulatta","Primates"
"NP_001248669.1","H2A","macroH2A.1","","371","9544","Macaque","VGNC:109697","","ENSMMUG00000014465","Macaca mulatta","Primates"
"NP_001253343.1","H2A","macroH2A.2","","372","9544","Macaque","VGNC:109695","","ENSMMUG00000006395","Macaca mulatta","Primates"
"XP_020936188.1","H2A","H2A.B","","113","9823","Pig","VGNC:109779","","","Sus scrofa","Artiodactyla"
"XP_020936102.1","H2A","H2A.B","","113","9823","Pig","VGNC:109778","","","Sus scrofa","Artiodactyla"
"XP_020936101.1","H2A","H2A.B","","113","9823","Pig","VGNC:109778","","","Sus scrofa","Artiodactyla"
"XP_005674080.2","H2A","H2A.B","","214","9823","Pig","VGNC:109778","","","Sus scrofa","Artiodactyla"
"XP_020936105.1","H2A","H2A.B","","113","9823","Pig","VGNC:109780","","","Sus scrofa","Artiodactyla"
"XP_020936104.1","H2A","H2A.B","","113","9823","Pig","VGNC:109780","","","Sus scrofa","Artiodactyla"
"XP_001925399.1","H2A","clustered H2A","isoform_1","131","9823","Pig","VGNC:109782","","","Sus scrofa","Artiodactyla"
"XP_020955497.1","H2A","clustered H2A","isoform_5","130","9823","Pig","VGNC:109789","","","Sus scrofa","Artiodactyla"
"XP_020955498.1","H2A","clustered H2A","isoform_5","130","9823","Pig","VGNC:109787","","ENSSSCG00000033451","Sus scrofa","Artiodactyla"
"XP_020955499.1","H2A","clustered H2A","isoform_6","128","9823","Pig","VGNC:109792","","ENSSSCG00000047716","Sus scrofa","Artiodactyla"
"XP_001928592.1","H2A","clustered H2A","isoform_6","128","9823","Pig","VGNC:109790","","","Sus scrofa","Artiodactyla"
"XP_013832957.1","H2A","clustered H2A","isoform_9","130","9823","Pig","VGNC:109791","","ENSSSCG00000032609","Sus scrofa","Artiodactyla"
"XP_013832958.1","H2A","clustered H2A","isoform_7","130","9823","Pig","VGNC:109793","","","Sus scrofa","Artiodactyla"
"XP_003356618.1","H2A","clustered H2A","isoform_5","130","9823","Pig","VGNC:109794","","ENSSSCG00000046222","Sus scrofa","Artiodactyla"
"XP_005663563.1","H2A","clustered H2A","isoform_10","173","9823","Pig","VGNC:109798","","","Sus scrofa","Artiodactyla"
"XP_003355263.3","H2A","clustered H2A","isoform_10","173","9823","Pig","VGNC:109797","","","Sus scrofa","Artiodactyla"
"XP_013852658.1","H2A","clustered H2A","isoform_11","129","9823","Pig","VGNC:109796","","","Sus scrofa","Artiodactyla"
"XP_020945584.1","H2A","clustered H2A","isoform_12","130","9823","Pig","VGNC:109799","","ENSSSCG00000037533","Sus scrofa","Artiodactyla"
"XP_020939041.1","H2A","clustered H2A","isoform_13","130","9823","Pig","VGNC:109800","","ENSSSCG00000047900","Sus scrofa","Artiodactyla"
"XP_020954092.1","H2A","clustered H2A","isoform_3","130","9823","Pig","VGNC:109781","","","Sus scrofa","Artiodactyla"
"XP_020954091.1","H2A","clustered H2A","isoform_4","130","9823","Pig","VGNC:109786","","","Sus scrofa","Artiodactyla"
"XP_001927727.1","H2A","clustered H2A","isoform_5","130","9823","Pig","VGNC:109784","","","Sus scrofa","Artiodactyla"
"XP_020954090.1","H2A","clustered H2A","isoform_3","130","9823","Pig","VGNC:109788","","","Sus scrofa","Artiodactyla"
"XP_013853268.2","H2A","H2A.J","","129","9823","Pig","VGNC:109801","","ENSSSCG00000039307","Sus scrofa","Artiodactyla"
"XP_003360303.2","H2A","H2A.L","","122","9823","Pig","VGNC:109802","","","Sus scrofa","Artiodactyla"
"XP_003484147.1","H2A","H2A.L","","127","9823","Pig","VGNC:109804","","","Sus scrofa","Artiodactyla"
"XP_003135058.1","H2A","H2A.P","","113","9823","Pig","VGNC:109803","","","Sus scrofa","Artiodactyla"
"NP_001422336.1","H2A","H2A.X","","143","9823","Pig","VGNC:109807","","ENSSSCG00000042208","Sus scrofa","Artiodactyla"
"NP_001116594.1","H2A","H2A.Z.1","","128","9823","Pig","VGNC:109805","","ENSSSCG00000009178","Sus scrofa","Artiodactyla"
"XP_020934317.1","H2A","H2A.Z.2","","128","9823","Pig","VGNC:109806","","ENSSSCG00000016738","Sus scrofa","Artiodactyla"
"NP_001231492.1","H2A","macroH2A.1","","368","9823","Pig","VGNC:109808","","ENSSSCG00000014307","Sus scrofa","Artiodactyla"
"NP_001231491.1","H2A","macroH2A.1","","371","9823","Pig","VGNC:109808","","ENSSSCG00000014307","Sus scrofa","Artiodactyla"
"XP_020934043.1","H2A","macroH2A.1","","368","9823","Pig","VGNC:109808","","ENSSSCG00000014307","Sus scrofa","Artiodactyla"
"XP_020934034.1","H2A","macroH2A.1","","368","9823","Pig","VGNC:109808","","ENSSSCG00000014307","Sus scrofa","Artiodactyla"
"XP_020934024.1","H2A","macroH2A.1","","369","9823","Pig","VGNC:109808","","ENSSSCG00000014307","Sus scrofa","Artiodactyla"
"XP_020934017.1","H2A","macroH2A.1","","371","9823","Pig","VGNC:109808","","ENSSSCG00000014307","Sus scrofa","Artiodactyla"
"XP_020934013.1","H2A","macroH2A.1","","371","9823","Pig","VGNC:109808","","ENSSSCG00000014307","Sus scrofa","Artiodactyla"
"XP_020934004.1","H2A","macroH2A.1","","372","9823","Pig","VGNC:109808","","ENSSSCG00000014307","Sus scrofa","Artiodactyla"
"XP_020933993.1","H2A","macroH2A.1","","372","9823","Pig","VGNC:109808","","ENSSSCG00000014307","Sus scrofa","Artiodactyla"
"XP_020933987.1","H2A","macroH2A.1","","372","9823","Pig","VGNC:109808","","ENSSSCG00000014307","Sus scrofa","Artiodactyla"
"XP_020929524.1","H2A","macroH2A.2","","372","9823","Pig","VGNC:89937","","ENSSSCG00000031713","Sus scrofa","Artiodactyla"
"NP_734466","H2A","clustered H2A","isoform_1","131","9606","Homo sapiens","","H2AC1","ENSG00000164508","Homo sapiens","Primates"
"NP_003504","H2A","clustered H2A","isoform_2","130","9606","Homo sapiens","","H2AC4","ENSG00000278463","Homo sapiens","Primates"
"NP_003503","H2A","clustered H2A","isoform_3","130","9606","Homo sapiens","","H2AC6","ENSG00000180573","Homo sapiens","Primates"
"NP_066409","H2A","clustered H2A","isoform_4","130","9606","Homo sapiens","","H2AC7","ENSG00000196866","Homo sapiens","Primates"
"NP_066390","H2A","clustered H2A","isoform_2","130","9606","Homo sapiens","","H2AC8","ENSG00000277075","Homo sapiens","Primates"
"NP_066408","H2A","clustered H2A","isoform_5","130","9606","Homo sapiens","","H2AC11","ENSG00000196787","Homo sapiens","Primates"
"NP_542163","H2A","clustered H2A","isoform_6","128","9606","Homo sapiens","","H2AC12","ENSG00000274997","Homo sapiens","Primates"
"NP_003500","H2A","clustered H2A","isoform_5","130","9606","Homo sapiens","","H2AC13","ENSG00000196747","Homo sapiens","Primates"
"NP_066544","H2A","clustered H2A","isoform_7","128","9606","Homo sapiens","","H2AC14","ENSG00000276368","Homo sapiens","Primates"
"NP_003501","H2A","clustered H2A","isoform_5","130","9606","Homo sapiens","","H2AC15","ENSG00000275221","Homo sapiens","Primates"
"NP_003502","H2A","clustered H2A","isoform_5","130","9606","Homo sapiens","","H2AC16","ENSG00000276903","Homo sapiens","Primates"
"NP_003505","H2A","clustered H2A","isoform_5","130","9606","Homo sapiens","","H2AC17","ENSG00000278677","Homo sapiens","Primates"
"NP_003507","H2A","clustered H2A","isoform_8","130","9606","Homo sapiens","","H2AC18","ENSG00000203812","Homo sapiens","Primates"
"NP_001035807","H2A","clustered H2A","isoform_8","130","9606","Homo sapiens","","H2AC19","ENSG00000272196","Homo sapiens","Primates"
"NP_003508","H2A","clustered H2A","isoform_9","129","9606","Homo sapiens","","H2AC20","ENSG00000184260","Homo sapiens","Primates"
"NP_778235","H2A","clustered H2A","isoform_10","130","9606","Homo sapiens","","H2AC21","ENSG00000184270","Homo sapiens","Primates"
"NP_254280","H2A","clustered H2A","isoform_11","130","9606","Homo sapiens","","H2AC25","ENSG00000181218","Homo sapiens","Primates"
"NP_002097","H2A","H2A.Z.1","","128","9606","Homo sapiens","","H2AZ1","ENSG00000164032","Homo sapiens","Primates"
"NP_036544","H2A","H2A.Z.2","","128","9606","Homo sapiens","","H2AZ2","ENSG00000105968","Homo sapiens","Primates"
"NP_619541","H2A","H2A.Z.2","","114","9606","Homo sapiens","","H2AZ2","ENSG00000105968","Homo sapiens","Primates"
"NP_958844","H2A","H2A.Z.2","","102","9606","Homo sapiens","","H2AZ2","ENSG00000105968","Homo sapiens","Primates"
"NP_958924","H2A","H2A.Z.2","","66","9606","Homo sapiens","","H2AZ2","ENSG00000105968","Homo sapiens","Primates"
"NP_958925","H2A","H2A.Z.2","","90","9606","Homo sapiens","","H2AZ2","ENSG00000105968","Homo sapiens","Primates"
"NP_613075","H2A","macroH2A.1","","369","9606","Homo sapiens","","MACROH2A1","ENSG00000113648","Homo sapiens","Primates"
"NP_613258","H2A","macroH2A.1","","372","9606","Homo sapiens","","MACROH2A1","ENSG00000113648","Homo sapiens","Primates"
"NP_001035248","H2A","macroH2A.1","","371","9606","Homo sapiens","","MACROH2A1","ENSG00000113648","Homo sapiens","Primates"
"NP_061119","H2A","macroH2A.2","","372","9606","Homo sapiens","","MACROH2A2","ENSG00000099284","Homo sapiens","Primates"
"NP_002096","H2A","H2A.X","","143","9606","Homo sapiens","","H2AX","ENSG00000188486","Homo sapiens","Primates"
"NP_808760","H2A","H2A.J","","129","9606","Homo sapiens","","H2AJ","ENSG00000246705","Homo sapiens","Primates"
"NP_001017990","H2A","H2A.B","","115","9606","Homo sapiens","","H2AB1","ENSG00000274183","Homo sapiens","Primates"
"NP_001017991","H2A","H2A.B","","115","9606","Homo sapiens","","H2AB2","ENSG00000277858","Homo sapiens","Primates"
"NP_542451","H2A","H2A.B","","115","9606","Homo sapiens","","H2AB3","ENSG00000277745","Homo sapiens","Primates"
"NP_036406","H2A","H2A.P","","117","9606","Homo sapiens","","H2AP","ENSG00000187516","Homo sapiens","Primates"
"HISTDB_H2A_L_0","H2A","H2A.L","","199","9606","Homo sapiens","","H2AL1Q","ENSG00000249467","Homo sapiens","Primates"
"HISTDB_H2A_L_1","H2A","H2A.L","","148","9606","Homo sapiens","","H2AL3","ENSG00000229674","Homo sapiens","Primates"
