gene_name,tissue,gene_class,gene_species_count,species_n,mean_score,median_score,std_score,min_score,max_score,range,max_species,max_species_name,_max_score_check,min_species,min_species_name,_min_score_check,passes_conservative_species_filter,is_conservative_candidate,is_high_confidence_candidate,candidate_level
H2AC13,pituitary gland,clustered,7,3,38.86388888888889,33.72,14.359315630292778,27.785,55.086666666666666,27.301666666666666,bos_taurus,Bos taurus,55.086666666666666,human,Homo sapiens,27.785,False,False,False,background
H2AC6,esophagus,clustered,7,2,74.25392857142856,74.25392857142856,19.288357761952195,60.614999999999995,87.89285714285714,27.277857142857144,human,Homo sapiens,87.89285714285714,bos_taurus,Bos taurus,60.614999999999995,False,False,False,background
H2AC13,gall bladder,clustered,7,2,61.41,61.41,19.219162312650358,47.82,75.0,27.18,bos_taurus,Bos taurus,75.0,human,Homo sapiens,47.82,False,False,False,background
H2AC20,cortex of kidney,clustered,5,2,75.755,75.755,19.183806973591032,62.19,89.32,27.129999999999995,macaca_mulatta,Macaca mulatta,89.32,human,Homo sapiens,62.19,False,False,False,background
H2AC16,liver,clustered,4,3,39.98972222222222,47.1025,14.896567285725535,22.87,49.99666666666667,27.12666666666667,macaca_mulatta,Macaca mulatta,49.99666666666667,canis_lupus_familiaris,Canis lupus familiaris,22.87,False,False,False,background
H2AC21,lymph node,clustered,6,3,62.855,54.965,15.175360786485438,53.25,80.35,27.099999999999994,pan_troglodytes,Pan troglodytes,80.35,human,Homo sapiens,53.25,False,False,False,background
H2AC25,esophagus,clustered,6,2,62.51375,62.51375,19.139612799766873,48.980000000000004,76.0475,27.067499999999995,human,Homo sapiens,76.0475,bos_taurus,Bos taurus,48.980000000000004,False,False,False,background
H2AC25,uterus,clustered,6,3,58.80555555555555,52.666666666666664,14.532380830152796,48.35,75.39999999999999,27.04999999999999,sus_scrofa,Sus scrofa,75.39999999999999,felis_catus,Felis catus,48.35,False,False,False,background
H2AC17,adult mammalian kidney,clustered,6,3,41.21111111111111,44.74666666666667,13.865628700468623,25.92,52.96666666666666,27.04666666666666,human,Homo sapiens,52.96666666666666,felis_catus,Felis catus,25.92,False,False,False,background
H2AC25,lymph node,clustered,6,4,57.42,53.6525,11.871116908979824,47.69,74.685,26.995000000000005,human,Homo sapiens,74.685,sus_scrofa,Sus scrofa,47.69,True,False,False,background
H2AC8,thyroid gland,clustered,6,2,56.71529411764706,56.71529411764706,19.071085833766592,43.23,70.20058823529412,26.970588235294123,human,Homo sapiens,70.20058823529412,bos_taurus,Bos taurus,43.23,False,False,False,background
H2AC25,small intestine,clustered,6,2,56.635000000000005,56.635000000000005,19.063598820789327,43.155,70.11500000000001,26.960000000000008,human,Homo sapiens,70.11500000000001,canis_lupus_familiaris,Canis lupus familiaris,43.155,False,False,False,background
H2AC13,triceps brachii,clustered,7,2,42.83,42.83,19.03531454954186,29.37,56.29,26.919999999999998,bos_taurus,Bos taurus,56.29,equus_caballus,Equus caballus,29.37,False,False,False,background
H2AC11,adipose tissue,clustered,6,4,44.0984375,44.981875,11.211357400672991,29.79,56.64,26.85,sus_scrofa,Sus scrofa,56.64,bos_taurus,Bos taurus,29.79,True,False,False,background
MACROH2A2,omental fat pad,variant,8,2,63.369772727272725,63.369772727272725,18.928927120190608,49.985,76.75454545454545,26.76954545454545,human,Homo sapiens,76.75454545454545,bos_taurus,Bos taurus,49.985,False,False,False,background
H2AX,spinal cord,variant,8,4,80.7695625,82.128125,11.197836432348218,66.03,92.792,26.762,human,Homo sapiens,92.792,canis_lupus_familiaris,Canis lupus familiaris,66.03,True,False,False,background
H2AC19,pituitary gland,clustered,4,3,76.62088888888889,83.89,14.786665018535126,59.60666666666666,86.366,26.759333333333338,human,Homo sapiens,86.366,bos_taurus,Bos taurus,59.60666666666666,False,False,False,background
H2AC20,superior frontal gyrus,clustered,5,2,61.305,61.305,18.900964261116417,47.94,74.67,26.730000000000004,macaca_mulatta,Macaca mulatta,74.67,human,Homo sapiens,47.94,False,False,False,background
H2AC12,stomach,clustered,6,2,49.15708333333333,49.15708333333333,18.8968394715595,35.795,62.51916666666667,26.72416666666667,human,Homo sapiens,62.51916666666667,canis_lupus_familiaris,Canis lupus familiaris,35.795,False,False,False,background
H2AX,bone marrow,variant,8,5,90.62885714285714,97.23,11.509238498542224,70.76,97.47,26.709999999999994,pan_troglodytes,Pan troglodytes,97.47,canis_lupus_familiaris,Canis lupus familiaris,70.76,True,False,False,background
H2AC12,brain,clustered,6,3,34.95611111111111,29.965,14.030730393332,24.103333333333335,50.8,26.696666666666662,bos_taurus,Bos taurus,50.8,human,Homo sapiens,24.103333333333335,False,False,False,background
H2AC12,bone marrow,clustered,6,3,63.041666666666664,61.6,13.365940233793252,50.455,77.07,26.614999999999995,human,Homo sapiens,77.07,bos_taurus,Bos taurus,50.455,False,False,False,background
H2AC20,muscle tissue,clustered,5,2,51.4325,51.4325,18.81964698127996,38.125,64.74,26.614999999999995,human,Homo sapiens,64.74,equus_caballus,Equus caballus,38.125,False,False,False,background
MACROH2A2,spinal cord,variant,8,3,65.82559523809523,58.9325,14.561984423444473,55.99,82.55428571428571,26.56428571428571,human,Homo sapiens,82.55428571428571,canis_lupus_familiaris,Canis lupus familiaris,55.99,False,False,False,background
H2AC12,frontal cortex,clustered,6,2,41.69833333333334,41.69833333333334,18.76425695008702,28.43,54.96666666666667,26.53666666666667,bos_taurus,Bos taurus,54.96666666666667,human,Homo sapiens,28.43,False,False,False,background
H2AC13,heart,clustered,7,4,55.6428125,53.4775,12.946150907018334,44.555,71.06125,26.50625,mus_musculus,Mus musculus,71.06125,bos_taurus,Bos taurus,44.555,True,False,False,background
H2AC15,adult mammalian kidney,clustered,5,4,42.432272727272725,42.59,11.590796612644985,29.04,55.50909090909091,26.46909090909091,human,Homo sapiens,55.50909090909091,felis_catus,Felis catus,29.04,True,False,False,background
H2AC20,cerebellum,clustered,5,3,68.49866666666667,66.94800000000001,13.30196155960967,56.04,82.508,26.467999999999996,equus_caballus,Equus caballus,82.508,human,Homo sapiens,56.04,False,False,False,background
MACROH2A2,corpus callosum,variant,8,2,66.0188888888889,66.0188888888889,18.62362126805103,52.85,79.18777777777778,26.33777777777778,human,Homo sapiens,79.18777777777778,sus_scrofa,Sus scrofa,52.85,False,False,False,background
MACROH2A2,duodenum,variant,8,2,66.52375,66.52375,18.605747179971036,53.3675,79.68,26.312500000000007,human,Homo sapiens,79.68,bos_taurus,Bos taurus,53.3675,False,False,False,background
H2AC13,olfactory segment of nasal mucosa,clustered,7,3,41.63166666666667,38.79,13.370923989512967,29.91,56.195,26.285,bos_taurus,Bos taurus,56.195,macaca_mulatta,Macaca mulatta,29.91,False,False,False,background
H2AC8,thymus,clustered,6,3,84.63333333333333,81.03,13.481143621122559,73.32,99.55,26.230000000000004,pan_troglodytes,Pan troglodytes,99.55,bos_taurus,Bos taurus,73.32,False,False,False,background
MACROH2A2,mammary gland,variant,8,3,67.52583333333332,65.6625,13.201496679669827,55.355,81.56,26.205000000000005,human,Homo sapiens,81.56,canis_lupus_familiaris,Canis lupus familiaris,55.355,False,False,False,background
H2AC19,skeletal muscle tissue,clustered,4,3,71.74694444444445,67.02333333333333,13.686877949673526,61.0475,87.17,26.122500000000002,pan_troglodytes,Pan troglodytes,87.17,bos_taurus,Bos taurus,61.0475,False,False,False,background
H2AX,uterus,variant,8,4,76.55875,78.675,10.921561529836296,61.42,87.465,26.045,mus_musculus,Mus musculus,87.465,felis_catus,Felis catus,61.42,True,False,False,background
H2AX,cartilage tissue,variant,8,2,75.19,75.19,18.39891844647397,62.18,88.2,26.020000000000003,human,Homo sapiens,88.2,canis_lupus_familiaris,Canis lupus familiaris,62.18,False,False,False,background
H2AC25,omental fat pad,clustered,6,2,59.72545454545454,59.72545454545454,18.378348067384906,46.73,72.72090909090909,25.990909090909092,human,Homo sapiens,72.72090909090909,bos_taurus,Bos taurus,46.73,False,False,False,background
H2AX,heart,variant,8,6,73.63942424242424,75.00316666666666,9.083019497335714,57.14333333333334,83.12954545454545,25.986212121212112,mus_musculus,Mus musculus,83.12954545454545,canis_lupus_familiaris,Canis lupus familiaris,57.14333333333334,True,False,False,background
H2AX,stomach,variant,8,4,73.52191666666667,73.56083333333333,11.61312319102833,60.489999999999995,86.476,25.986000000000004,mus_musculus,Mus musculus,86.476,sus_scrofa,Sus scrofa,60.489999999999995,True,False,False,background
H2AC6,cortex of kidney,clustered,7,4,82.7025,83.745,10.6748376256191,68.72,94.6,25.879999999999995,pan_troglodytes,Pan troglodytes,94.6,bos_taurus,Bos taurus,68.72,True,False,False,background
H2AJ,oviduct epithelium,variant,8,3,87.18333333333334,95.77,14.881204028348426,70.0,95.78,25.78,bos_taurus,Bos taurus,95.78,human,Homo sapiens,70.0,False,False,False,background
MACROH2A2,pons,variant,8,3,70.19833333333334,67.185,13.146610146092167,58.81999999999999,84.59,25.77000000000001,human,Homo sapiens,84.59,sus_scrofa,Sus scrofa,58.81999999999999,False,False,False,background
H2AC21,stomach,clustered,6,2,76.99875,76.99875,18.216838450318427,64.11749999999999,89.88,25.762500000000003,sus_scrofa,Sus scrofa,89.88,human,Homo sapiens,64.11749999999999,False,False,False,background
H2AC19,monocyte,clustered,4,2,85.27,85.27,18.144360005246806,72.44,98.1,25.659999999999997,human,Homo sapiens,98.1,bos_taurus,Bos taurus,72.44,False,False,False,background
H2AC16,heart left ventricle,clustered,4,2,45.764,45.764,18.13870315099732,32.938,58.59,25.652,canis_lupus_familiaris,Canis lupus familiaris,58.59,human,Homo sapiens,32.938,False,False,False,background
H2AC13,adipose tissue,clustered,7,3,42.355,39.81,13.010544761846058,30.805,56.449999999999996,25.644999999999996,bos_taurus,Bos taurus,56.449999999999996,human,Homo sapiens,30.805,False,False,False,background
H2AC15,colon,clustered,5,2,45.811,45.811,18.103347811937994,33.01,58.612,25.602000000000004,human,Homo sapiens,58.612,bos_taurus,Bos taurus,33.01,False,False,False,background
H2AX,zone of skin,variant,8,5,74.90062637362637,77.75384615384615,10.053477285653367,58.95,84.53428571428572,25.584285714285713,mus_musculus,Mus musculus,84.53428571428572,felis_catus,Felis catus,58.95,True,False,False,background
H2AC11,blood,clustered,6,5,56.42268571428572,58.120000000000005,10.079602036199807,44.25,69.79942857142858,25.549428571428578,human,Homo sapiens,69.79942857142858,bos_taurus,Bos taurus,44.25,True,False,False,background
H2AJ,Ammon's horn,variant,8,4,79.62863636363636,83.72727272727272,11.589414508513265,62.8,88.26,25.460000000000008,bos_taurus,Bos taurus,88.26,macaca_mulatta,Macaca mulatta,62.8,True,False,False,background
H2AX,dorsal plus ventral thalamus,variant,8,2,78.65916666666666,78.65916666666666,17.959333730836335,65.96,91.35833333333333,25.39833333333334,human,Homo sapiens,91.35833333333333,sus_scrofa,Sus scrofa,65.96,False,False,False,background
H2AC8,bone marrow,clustered,6,3,86.17166666666667,85.07,12.693406096605168,74.065,99.38,25.314999999999998,pan_troglodytes,Pan troglodytes,99.38,human,Homo sapiens,74.065,False,False,False,background
H2AC17,liver,clustered,6,5,55.721152380952375,52.68833333333333,9.407265617692216,45.75,71.04,25.290000000000006,sus_scrofa,Sus scrofa,71.04,felis_catus,Felis catus,45.75,True,False,False,background
H2AC1,lung,clustered,7,2,37.28791666666667,37.28791666666667,17.882141240556802,24.643333333333334,49.932500000000005,25.28916666666667,mus_musculus,Mus musculus,49.932500000000005,human,Homo sapiens,24.643333333333334,False,False,False,background
H2AC7,stomach,clustered,5,2,54.411249999999995,54.411249999999995,17.608726618498,41.96,66.8625,24.902499999999996,human,Homo sapiens,66.8625,canis_lupus_familiaris,Canis lupus familiaris,41.96,False,False,False,background
H2AC16,endometrium,clustered,4,2,44.79,44.79,17.522106037802647,32.4,57.18,24.78,equus_caballus,Equus caballus,57.18,human,Homo sapiens,32.4,False,False,False,background
H2AC25,blood,clustered,6,4,68.07901041666666,67.47333333333333,10.187552492728598,56.3625,81.006875,24.644374999999997,human,Homo sapiens,81.006875,bos_taurus,Bos taurus,56.3625,True,False,False,background
H2AC1,spermatid,clustered,7,2,81.12,81.12,17.423111088436524,68.8,93.44,24.64,mus_musculus,Mus musculus,93.44,macaca_mulatta,Macaca mulatta,68.8,False,False,False,background
H2AJ,liver,variant,8,8,90.34139508928571,94.03296130952381,9.266630860158422,72.72,97.355,24.635000000000005,sus_scrofa,Sus scrofa,97.355,equus_caballus,Equus caballus,72.72,True,False,False,background
H2AC13,saliva-secreting gland,clustered,7,2,44.2625,44.2625,17.398362351095003,31.96,56.565,24.604999999999997,bos_taurus,Bos taurus,56.565,human,Homo sapiens,31.96,False,False,False,background
H2AC19,esophagus,clustered,4,2,75.72874999999999,75.72874999999999,17.322348372117446,63.480000000000004,87.97749999999999,24.497499999999988,human,Homo sapiens,87.97749999999999,bos_taurus,Bos taurus,63.480000000000004,False,False,False,background
H2AC17,adipose tissue,clustered,6,3,54.44444444444445,58.1,12.616965797129113,40.403333333333336,64.83,24.426666666666662,sus_scrofa,Sus scrofa,64.83,human,Homo sapiens,40.403333333333336,False,False,False,background
H2AX,colon,variant,8,6,77.42069444444445,84.58583333333334,11.796911088367663,61.1,85.44,24.339999999999996,macaca_mulatta,Macaca mulatta,85.44,pan_troglodytes,Pan troglodytes,61.1,True,False,False,background
H2AC6,olfactory segment of nasal mucosa,clustered,7,3,68.54333333333334,75.57,13.570830237436956,52.9,77.16,24.259999999999998,human,Homo sapiens,77.16,bos_taurus,Bos taurus,52.9,False,False,False,background
H2AC14,Ammon's horn,clustered,7,2,41.81,41.81,17.083699833466987,29.730000000000004,53.89,24.159999999999997,bos_taurus,Bos taurus,53.89,human,Homo sapiens,29.730000000000004,False,False,False,background
H2AC21,saliva-secreting gland,clustered,6,2,41.515,41.515,17.034202358783933,29.47,53.56,24.090000000000003,bos_taurus,Bos taurus,53.56,human,Homo sapiens,29.47,False,False,False,background
H2AC11,smooth muscle tissue,clustered,6,2,62.47,62.47,16.97056274847714,50.47,74.47,24.0,canis_lupus_familiaris,Canis lupus familiaris,74.47,human,Homo sapiens,50.47,False,False,False,background
H2AX,cerebral cortex,variant,8,6,78.73494025157233,83.65632075471697,10.025245850403966,62.79,86.787,23.997000000000007,human,Homo sapiens,86.787,canis_lupus_familiaris,Canis lupus familiaris,62.79,True,False,False,background
H2AC11,heart,clustered,6,4,51.98979166666667,49.95791666666667,10.48357516888963,42.02333333333333,66.02,23.996666666666663,sus_scrofa,Sus scrofa,66.02,canis_lupus_familiaris,Canis lupus familiaris,42.02333333333333,True,False,False,background
H2AC13,thymus,clustered,7,3,68.08749999999999,72.0,12.46077119403129,54.14,78.1225,23.9825,mus_musculus,Mus musculus,78.1225,canis_lupus_familiaris,Canis lupus familiaris,54.14,False,False,False,background
H2AC19,myometrium,clustered,4,2,67.19999999999999,67.19999999999999,16.94227847722968,55.22,79.17999999999999,23.959999999999994,human,Homo sapiens,79.17999999999999,bos_taurus,Bos taurus,55.22,False,False,False,background
H2AC6,subcutaneous adipose tissue,clustered,7,2,65.90129186602871,65.90129186602871,16.868252178797324,53.973636363636366,77.82894736842105,23.85531100478469,human,Homo sapiens,77.82894736842105,bos_taurus,Bos taurus,53.973636363636366,False,False,False,background
H2AX,pancreas,variant,8,3,76.25142857142858,75.22,11.91068453626612,64.89,88.64428571428572,23.754285714285714,mus_musculus,Mus musculus,88.64428571428572,canis_lupus_familiaris,Canis lupus familiaris,64.89,False,False,False,background
H2AC6,kidney,clustered,7,4,78.43416666666667,79.1575,9.899639583787327,65.85,89.57166666666666,23.721666666666664,human,Homo sapiens,89.57166666666666,canis_lupus_familiaris,Canis lupus familiaris,65.85,True,False,False,background
H2AX,intestine,variant,8,2,83.83083333333332,83.83083333333332,16.639401072621435,72.065,95.59666666666665,23.531666666666652,mus_musculus,Mus musculus,95.59666666666665,human,Homo sapiens,72.065,False,False,False,background
H2AC6,corpus epididymis,clustered,7,2,80.805,80.805,16.638222561319463,69.04,92.57000000000001,23.53,human,Homo sapiens,92.57000000000001,bos_taurus,Bos taurus,69.04,False,False,False,background
H2AC19,cortex of kidney,clustered,4,3,84.32166666666667,84.76,11.748634317797677,72.36,95.845,23.485,pan_troglodytes,Pan troglodytes,95.845,human,Homo sapiens,72.36,False,False,False,background
H2AJ,cerebral cortex,variant,8,6,78.37305555555555,78.30666666666667,8.155519767935411,67.2,90.62,23.42,bos_taurus,Bos taurus,90.62,macaca_mulatta,Macaca mulatta,67.2,True,False,False,background
MACROH2A2,cartilage tissue,variant,8,2,66.345,66.345,16.553369747577076,54.64,78.05,23.409999999999997,human,Homo sapiens,78.05,canis_lupus_familiaris,Canis lupus familiaris,54.64,False,False,False,background
H2AC14,fibroblast,clustered,7,2,47.8975,47.8975,16.528621010235547,36.21,59.585,23.375,pan_troglodytes,Pan troglodytes,59.585,macaca_mulatta,Macaca mulatta,36.21,False,False,False,background
MACROH2A2,cerebral cortex,variant,8,6,69.76805555555556,68.185,8.0967287232881,61.05,84.42333333333333,23.373333333333335,human,Homo sapiens,84.42333333333333,canis_lupus_familiaris,Canis lupus familiaris,61.05,True,False,False,background
H2AC25,adenohypophysis,clustered,6,2,65.195,65.195,16.510943340705897,53.519999999999996,76.87,23.35000000000001,human,Homo sapiens,76.87,bos_taurus,Bos taurus,53.519999999999996,False,False,False,background
H2AC6,duodenum,clustered,7,2,79.50375,79.50375,16.44553596344614,67.875,91.13250000000001,23.257500000000007,human,Homo sapiens,91.13250000000001,bos_taurus,Bos taurus,67.875,False,False,False,background
H2AC8,kidney,clustered,6,3,56.98277777777778,52.915,12.148641480215588,47.39,70.64333333333333,23.25333333333333,human,Homo sapiens,70.64333333333333,bos_taurus,Bos taurus,47.39,False,False,False,background
H2AC20,frontal cortex,clustered,5,2,58.629999999999995,58.629999999999995,16.41901945915163,47.019999999999996,70.24,23.22,macaca_mulatta,Macaca mulatta,70.24,human,Homo sapiens,47.019999999999996,False,False,False,background
H2AC6,nasopharynx,clustered,7,2,74.235,74.235,16.327095577597383,62.69,85.78,23.090000000000003,human,Homo sapiens,85.78,bos_taurus,Bos taurus,62.69,False,False,False,background
H2AC6,uterus,clustered,7,2,73.19916666666667,73.19916666666667,16.271705546404448,61.69333333333333,84.70500000000001,23.011666666666684,human,Homo sapiens,84.70500000000001,bos_taurus,Bos taurus,61.69333333333333,False,False,False,background
H2AC19,Ammon's horn,clustered,4,2,73.618125,73.618125,16.17595150311876,62.18,85.05625,22.876250000000006,human,Homo sapiens,85.05625,bos_taurus,Bos taurus,62.18,False,False,False,background
H2AX,hair follicle,variant,8,2,84.58333333333333,84.58333333333333,16.155032927508653,73.16,96.00666666666666,22.846666666666664,mus_musculus,Mus musculus,96.00666666666666,canis_lupus_familiaris,Canis lupus familiaris,73.16,False,False,False,background
H2AC7,duodenum,clustered,5,2,46.02875,46.02875,16.134408979724054,34.62,57.4375,22.817500000000003,bos_taurus,Bos taurus,57.4375,human,Homo sapiens,34.62,False,False,False,background
MACROH2A2,esophagus,variant,8,2,73.51571428571428,73.51571428571428,16.10183156016224,62.129999999999995,84.90142857142857,22.771428571428572,human,Homo sapiens,84.90142857142857,bos_taurus,Bos taurus,62.129999999999995,False,False,False,background
H2AC6,bone marrow,clustered,7,5,88.68971428571429,86.87,8.780226590446956,76.48,99.25,22.769999999999996,pan_troglodytes,Pan troglodytes,99.25,bos_taurus,Bos taurus,76.48,True,False,False,background
H2AC7,lung,clustered,5,2,53.00857142857143,53.00857142857143,16.091730034716708,41.63,64.38714285714285,22.757142857142846,human,Homo sapiens,64.38714285714285,bos_taurus,Bos taurus,41.63,False,False,False,background
MACROH2A2,pancreas,variant,8,2,71.35583333333334,71.35583333333334,15.979434743513993,60.05666666666667,82.655,22.59833333333333,human,Homo sapiens,82.655,canis_lupus_familiaris,Canis lupus familiaris,60.05666666666667,False,False,False,background
MACROH2A2,heart left ventricle,variant,8,3,72.69379084967319,68.28999999999999,11.925303957726724,63.59666666666667,86.19470588235293,22.598039215686264,human,Homo sapiens,86.19470588235293,canis_lupus_familiaris,Canis lupus familiaris,63.59666666666667,False,False,False,background
H2AX,adrenal gland,variant,8,3,75.72,83.215,12.986051170390486,60.724999999999994,83.22,22.495000000000005,mus_musculus,Mus musculus,83.22,canis_lupus_familiaris,Canis lupus familiaris,60.724999999999994,False,False,False,background
H2AC7,pancreas,clustered,5,2,42.504999999999995,42.504999999999995,15.902831508885452,31.259999999999998,53.75,22.490000000000002,canis_lupus_familiaris,Canis lupus familiaris,53.75,human,Homo sapiens,31.259999999999998,False,False,False,background
H2AC15,pituitary gland,clustered,5,2,43.8515,43.8515,15.883739625793423,32.62,55.083000000000006,22.463000000000008,human,Homo sapiens,55.083000000000006,canis_lupus_familiaris,Canis lupus familiaris,32.62,False,False,False,background
H2AZ1,spinal cord,variant,8,3,88.72158333333334,94.92,12.445774233483164,74.39375,96.851,22.457250000000002,human,Homo sapiens,96.851,equus_caballus,Equus caballus,74.39375,False,False,False,background
MACROH2A1,testis,variant,8,8,82.88966987179487,82.15166666666667,6.693747785724049,72.01833333333333,94.39769230769231,22.37935897435898,human,Homo sapiens,94.39769230769231,bos_taurus,Bos taurus,72.01833333333333,True,False,False,background
H2AC13,prefrontal cortex,clustered,7,4,44.81041666666667,43.943333333333335,10.152393840589735,34.495000000000005,56.86,22.364999999999995,bos_taurus,Bos taurus,56.86,human,Homo sapiens,34.495000000000005,True,False,False,background
H2AX,brainstem,variant,8,3,71.13666666666667,72.425,11.213146674031035,59.335,81.65,22.315000000000005,mus_musculus,Mus musculus,81.65,sus_scrofa,Sus scrofa,59.335,False,False,False,background
H2AC8,adrenal gland,clustered,6,2,63.154583333333335,63.154583333333335,15.751392806581322,52.01666666666667,74.29249999999999,22.275833333333317,human,Homo sapiens,74.29249999999999,bos_taurus,Bos taurus,52.01666666666667,False,False,False,background
H2AC13,urinary bladder,clustered,7,3,51.78333333333333,55.43,11.559759224712826,38.84,61.08,22.239999999999995,bos_taurus,Bos taurus,61.08,human,Homo sapiens,38.84,False,False,False,background
H2AC19,muscle tissue,clustered,4,3,60.78492063492064,63.79,11.392194749448967,48.191428571428574,70.37333333333333,22.18190476190476,equus_caballus,Equus caballus,70.37333333333333,bos_taurus,Bos taurus,48.191428571428574,False,False,False,background
H2AC13,gluteus medius,clustered,7,2,45.3875,45.3875,15.665950737187961,34.31,56.465,22.155,bos_taurus,Bos taurus,56.465,equus_caballus,Equus caballus,34.31,False,False,False,background
H2AJ,brainstem,variant,8,2,75.58666666666667,75.58666666666667,15.664772225885985,64.51,86.66333333333334,22.153333333333336,sus_scrofa,Sus scrofa,86.66333333333334,equus_caballus,Equus caballus,64.51,False,False,False,background
H2AC12,muscle tissue,clustered,6,3,37.21083333333333,42.7225,12.050646334671569,23.39,45.52,22.130000000000003,human,Homo sapiens,45.52,equus_caballus,Equus caballus,23.39,False,False,False,background
H2AC25,muscle tissue,clustered,6,3,43.586666666666666,48.62,11.887995345445477,30.01,52.13,22.12,human,Homo sapiens,52.13,sus_scrofa,Sus scrofa,30.01,False,False,False,background
H2AC8,adipose tissue,clustered,6,3,52.58700000000001,52.031000000000006,11.065481327081981,41.81,63.92,22.11,macaca_mulatta,Macaca mulatta,63.92,bos_taurus,Bos taurus,41.81,False,False,False,background
MACROH2A2,heart,variant,8,6,72.38744444444444,69.86783333333334,8.986599803575858,62.845,84.95133333333334,22.10633333333334,human,Homo sapiens,84.95133333333334,bos_taurus,Bos taurus,62.845,True,False,False,background
H2AC6,metanephros cortex,clustered,7,3,71.31333333333333,68.86,11.22294673128824,61.52,83.56,22.04,human,Homo sapiens,83.56,canis_lupus_familiaris,Canis lupus familiaris,61.52,False,False,False,background
H2AC11,hindlimb stylopod muscle,clustered,6,2,43.644999999999996,43.644999999999996,15.577562389539635,32.63,54.66,22.029999999999994,human,Homo sapiens,54.66,macaca_mulatta,Macaca mulatta,32.63,False,False,False,background
H2AC25,myometrium,clustered,6,2,61.38964285714286,61.38964285714286,15.52048877077244,50.415,72.36428571428571,21.949285714285715,human,Homo sapiens,72.36428571428571,bos_taurus,Bos taurus,50.415,False,False,False,background
H2AC7,pituitary gland,clustered,5,3,42.97069444444444,38.04375,11.765161999030273,34.47,56.39833333333333,21.928333333333335,bos_taurus,Bos taurus,56.39833333333333,canis_lupus_familiaris,Canis lupus familiaris,34.47,False,False,False,background
MACROH2A2,saliva-secreting gland,variant,8,3,67.88,68.56,10.945853096035961,56.61,78.47,21.86,human,Homo sapiens,78.47,canis_lupus_familiaris,Canis lupus familiaris,56.61,False,False,False,background
H2AX,adult mammalian kidney,variant,8,8,71.46912356321839,72.01666666666667,6.316989029435228,58.974999999999994,80.815,21.840000000000003,human,Homo sapiens,80.815,felis_catus,Felis catus,58.974999999999994,True,False,False,background
H2AC14,heart,clustered,7,3,57.482,61.48,11.410965428043323,44.61,66.356,21.745999999999995,human,Homo sapiens,66.356,pan_troglodytes,Pan troglodytes,44.61,False,False,False,background
MACROH2A2,epithelium of bronchus,variant,8,2,65.25192307692308,65.25192307692308,15.361078928837914,54.39,76.11384615384615,21.723846153846154,human,Homo sapiens,76.11384615384615,equus_caballus,Equus caballus,54.39,False,False,False,background
H2AJ,adipose tissue,variant,8,5,93.10062500000001,98.433125,9.335434112997907,76.97,98.64,21.67,sus_scrofa,Sus scrofa,98.64,canis_lupus_familiaris,Canis lupus familiaris,76.97,True,False,False,background
H2AC25,liver,clustered,6,6,45.72311111111111,47.31,8.647423011553254,32.056666666666665,53.722,21.665333333333336,human,Homo sapiens,53.722,canis_lupus_familiaris,Canis lupus familiaris,32.056666666666665,True,False,False,background
H2AC25,Ammon's horn,clustered,6,2,72.175625,72.175625,15.267319289294038,61.38,82.97125,21.591249999999995,human,Homo sapiens,82.97125,sus_scrofa,Sus scrofa,61.38,False,False,False,background
H2AC17,heart,clustered,6,3,51.49680555555555,52.059999999999995,10.789571420902648,40.43666666666667,61.99375,21.55708333333333,human,Homo sapiens,61.99375,canis_lupus_familiaris,Canis lupus familiaris,40.43666666666667,False,False,False,background
MACROH2A2,adipose tissue,variant,8,5,63.96102564102564,62.291666666666664,8.838220166323966,51.86,73.39,21.53,canis_lupus_familiaris,Canis lupus familiaris,73.39,macaca_mulatta,Macaca mulatta,51.86,True,False,False,background
H2AC1,cortex of kidney,clustered,7,5,37.338,37.52,9.148962782742098,26.08,47.43,21.35,mus_musculus,Mus musculus,47.43,pan_troglodytes,Pan troglodytes,26.08,True,False,False,background
H2AX,cerebellum,variant,8,7,78.61010410830998,82.225,8.776756841718843,65.60499999999999,86.90411764705881,21.29911764705882,human,Homo sapiens,86.90411764705881,sus_scrofa,Sus scrofa,65.60499999999999,True,False,False,background
H2AC13,stomach,clustered,7,3,61.639611111111115,65.09083333333334,11.036420484938512,49.29,70.538,21.247999999999998,mus_musculus,Mus musculus,70.538,canis_lupus_familiaris,Canis lupus familiaris,49.29,False,False,False,background
H2AC20,cerebellar cortex,clustered,5,2,63.15,63.15,14.99066376115481,52.55,73.75,21.200000000000003,macaca_mulatta,Macaca mulatta,73.75,human,Homo sapiens,52.55,False,False,False,background
H2AC11,spinal cord,clustered,6,3,50.7175,48.915,10.68340915859727,41.05,62.1875,21.137500000000003,equus_caballus,Equus caballus,62.1875,canis_lupus_familiaris,Canis lupus familiaris,41.05,False,False,False,background
H2AC7,jejunum,clustered,5,2,47.13375,47.13375,14.939398519518782,36.57,57.6975,21.127499999999998,bos_taurus,Bos taurus,57.6975,canis_lupus_familiaris,Canis lupus familiaris,36.57,False,False,False,background
MACROH2A2,medulla oblongata,variant,8,2,72.12,72.12,14.884597743976828,61.595,82.645,21.049999999999997,human,Homo sapiens,82.645,sus_scrofa,Sus scrofa,61.595,False,False,False,background
