gene_name,tissue,gene_class,gene_species_count,species_n,mean_score,median_score,std_score,min_score,max_score,range,max_species,max_species_name,_max_score_check,min_species,min_species_name,_min_score_check,passes_conservative_species_filter,is_conservative_candidate,is_high_confidence_candidate,candidate_level,low_variability_level,is_low_variability_p05,is_low_variability_p10
H2AC12,blood,clustered,6,5,26.949833333333334,23.67,27.854489317503003,0.0,57.1825,57.1825,bos_taurus,Bos taurus,57.1825,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,False,False,background,background,False,False
H2AC21,triceps brachii,clustered,6,2,28.55,28.55,40.375797205751866,0.0,57.1,57.1,equus_caballus,Equus caballus,57.1,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC19,lung,clustered,4,3,74.73666666666666,90.57,31.645082293040936,38.3,95.34,57.040000000000006,pan_troglodytes,Pan troglodytes,95.34,bos_taurus,Bos taurus,38.3,False,False,False,background,background,False,False
H2AC11,semimembranosus muscle,clustered,6,2,28.5175,28.5175,40.32983526497474,0.0,57.035,57.035,sus_scrofa,Sus scrofa,57.035,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC20,saliva-secreting gland,clustered,5,2,28.515,28.515,40.32629973106881,0.0,57.03,57.03,human,Homo sapiens,57.03,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC7,placenta,clustered,5,3,33.645,43.99,29.84874411093371,0.0,56.94499999999999,56.94499999999999,bos_taurus,Bos taurus,56.94499999999999,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC13,prefrontal cortex,clustered,7,6,29.873611111111114,36.57083333333334,24.439767693401006,0.0,56.86,56.86,bos_taurus,Bos taurus,56.86,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,False,False,background,background,False,False
H2AC13,cortex of kidney,clustered,7,4,24.925,21.46,29.331850151896887,0.0,56.78,56.78,bos_taurus,Bos taurus,56.78,macaca_mulatta,Macaca mulatta,0.0,True,False,False,background,background,False,False
H2AC13,renal medulla,clustered,7,2,28.3725,28.3725,40.12477429843064,0.0,56.745,56.745,bos_taurus,Bos taurus,56.745,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC11,adipose tissue,clustered,6,5,35.27875,42.38375,21.98193210485602,0.0,56.64,56.64,sus_scrofa,Sus scrofa,56.64,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,False,False,background,background,False,False
H2AC1,stomach,clustered,7,3,18.865,0.0,32.67513848478687,0.0,56.595,56.595,mus_musculus,Mus musculus,56.595,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC7,liver,clustered,5,5,37.08358333333333,39.74666666666666,21.933264539690747,0.0,56.58,56.58,felis_catus,Felis catus,56.58,equus_caballus,Equus caballus,0.0,True,False,False,background,background,False,False
H2AC13,saliva-secreting gland,clustered,7,3,29.508333333333336,31.96,28.362083991366596,0.0,56.565,56.565,bos_taurus,Bos taurus,56.565,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC12,tongue,clustered,6,2,28.275,28.275,39.98688847609926,0.0,56.55,56.55,bos_taurus,Bos taurus,56.55,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC14,spermatocyte,clustered,7,2,28.26,28.26,39.96567527266367,0.0,56.52,56.52,macaca_mulatta,Macaca mulatta,56.52,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC13,adipose tissue,clustered,7,4,31.76625,35.307500000000005,23.692530952109504,0.0,56.45,56.45,bos_taurus,Bos taurus,56.45,macaca_mulatta,Macaca mulatta,0.0,True,False,False,background,background,False,False
H2AC17,lymph node,clustered,6,3,34.824999999999996,48.035,30.450722076824384,0.0,56.44,56.44,human,Homo sapiens,56.44,sus_scrofa,Sus scrofa,0.0,False,False,False,background,background,False,False
H2AC8,uterus,clustered,6,3,33.24222222222222,43.41666666666666,29.50158495428364,0.0,56.31,56.31,human,Homo sapiens,56.31,felis_catus,Felis catus,0.0,False,False,False,background,background,False,False
H2AC6,endometrium,clustered,7,3,65.291,71.98833333333333,28.655457725264906,33.88,90.00466666666667,56.12466666666666,human,Homo sapiens,90.00466666666667,equus_caballus,Equus caballus,33.88,False,False,False,background,background,False,False
H2AC14,thymus,clustered,7,3,64.02666666666667,49.87,30.607685853937625,43.06,99.15,56.09,pan_troglodytes,Pan troglodytes,99.15,canis_lupus_familiaris,Canis lupus familiaris,43.06,False,False,False,background,background,False,False
H2AC8,triceps brachii,clustered,6,3,26.861666666666668,24.53,28.100146945048767,0.0,56.055,56.055,bos_taurus,Bos taurus,56.055,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC14,duodenum,clustered,7,3,64.40916666666666,54.3525,29.17765694128528,41.59,97.285,55.69499999999999,sus_scrofa,Sus scrofa,97.285,human,Homo sapiens,41.59,False,False,False,background,background,False,False
H2AC8,frontal cortex,clustered,6,4,37.379999999999995,46.935,25.25665192907933,0.0,55.65,55.65,human,Homo sapiens,55.65,bos_taurus,Bos taurus,0.0,True,False,False,background,background,False,False
H2AC12,lymph node,clustered,6,4,27.46125,27.1325,31.71406427622714,0.0,55.58,55.58,bos_taurus,Bos taurus,55.58,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,False,False,background,background,False,False
H2AC12,retina,clustered,6,3,18.506666666666668,0.0,32.05448694540802,0.0,55.52,55.52,bos_taurus,Bos taurus,55.52,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC15,adult mammalian kidney,clustered,5,5,33.94581818181818,37.46,21.467637931246824,0.0,55.50909090909091,55.50909090909091,human,Homo sapiens,55.50909090909091,bos_taurus,Bos taurus,0.0,True,False,False,background,background,False,False
H2AC12,cerebral cortex,clustered,6,4,24.5575,21.405,23.100214104346882,0.0,55.42,55.42,bos_taurus,Bos taurus,55.42,macaca_mulatta,Macaca mulatta,0.0,True,False,False,background,background,False,False
H2AC14,retina,clustered,7,2,27.645,27.645,39.09593393180421,0.0,55.29,55.29,bos_taurus,Bos taurus,55.29,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC15,pituitary gland,clustered,5,3,29.234333333333336,32.62,27.697134803682015,0.0,55.083000000000006,55.083000000000006,human,Homo sapiens,55.083000000000006,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC20,Ammon's horn,clustered,5,2,27.5175,27.5175,38.91562170260164,0.0,55.035,55.035,human,Homo sapiens,55.035,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC12,frontal cortex,clustered,6,5,16.679333333333336,0.0,24.691084130826567,0.0,54.96666666666667,54.96666666666667,bos_taurus,Bos taurus,54.96666666666667,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,False,False,background,background,False,False
H2AC14,amygdala,clustered,7,2,27.455,27.455,38.82723335495332,0.0,54.91,54.91,sus_scrofa,Sus scrofa,54.91,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC1,midbrain,clustered,7,2,27.42,27.42,38.77773588027027,0.0,54.84,54.84,mus_musculus,Mus musculus,54.84,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC20,testis,clustered,5,5,62.861666666666665,48.7625,23.982767909422428,42.20333333333333,97.04,54.83666666666667,macaca_mulatta,Macaca mulatta,97.04,equus_caballus,Equus caballus,42.20333333333333,True,False,False,background,background,False,False
H2AC20,metanephros cortex,clustered,5,2,27.4075,27.4075,38.7600582107406,0.0,54.815,54.815,human,Homo sapiens,54.815,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC15,spinal cord,clustered,5,2,27.395,27.395,38.742380541210935,0.0,54.79,54.79,human,Homo sapiens,54.79,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC6,muscle tissue,clustered,7,3,65.68142857142857,80.4,30.16736704941082,30.98,85.66428571428571,54.68428571428571,bos_taurus,Bos taurus,85.66428571428571,equus_caballus,Equus caballus,30.98,False,False,False,background,background,False,False
H2AC11,testis,clustered,6,6,57.01396367521367,56.28458333333333,19.12601450555999,31.3475,86.02,54.6725,sus_scrofa,Sus scrofa,86.02,canis_lupus_familiaris,Canis lupus familiaris,31.3475,True,False,False,background,background,False,False
H2AC14,gall bladder,clustered,7,2,27.317500000000003,27.317500000000003,38.63277899012703,0.0,54.635000000000005,54.635000000000005,bos_taurus,Bos taurus,54.635000000000005,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC11,aorta,clustered,6,2,27.16,27.16,38.410040354053265,0.0,54.32,54.32,human,Homo sapiens,54.32,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC14,frontal cortex,clustered,7,6,24.80916666666667,26.259999999999998,21.919142870255364,0.0,54.26,54.26,sus_scrofa,Sus scrofa,54.26,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,False,False,background,background,False,False
H2AC6,cerebellum,clustered,7,6,70.83947222222223,75.4555,18.896832181734318,43.59333333333333,97.8075,54.21416666666668,equus_caballus,Equus caballus,97.8075,bos_taurus,Bos taurus,43.59333333333333,True,False,False,background,background,False,False
H2AC6,mucosa of urinary bladder,clustered,7,2,27.0825,27.0825,38.300438802969346,0.0,54.165,54.165,canis_lupus_familiaris,Canis lupus familiaris,54.165,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC15,spleen,clustered,5,5,24.0405,18.32,25.76574399760271,0.0,54.07,54.07,canis_lupus_familiaris,Canis lupus familiaris,54.07,bos_taurus,Bos taurus,0.0,True,False,False,background,background,False,False
H2AC16,colon,clustered,4,3,32.083703703703705,42.2,28.410125679980077,0.0,54.05111111111111,54.05111111111111,human,Homo sapiens,54.05111111111111,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC8,brain,clustered,6,4,56.58207236842105,48.3066447368421,24.517257886723517,37.85,91.865,54.01499999999999,felis_catus,Felis catus,91.865,bos_taurus,Bos taurus,37.85,True,False,False,background,background,False,False
H2AC13,spinal cord,clustered,7,3,32.604285714285716,43.87,28.681792098109625,0.0,53.94285714285714,53.94285714285714,equus_caballus,Equus caballus,53.94285714285714,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC14,Ammon's horn,clustered,7,3,27.873333333333335,29.730000000000004,26.99293302576312,0.0,53.89,53.89,bos_taurus,Bos taurus,53.89,sus_scrofa,Sus scrofa,0.0,False,False,False,background,background,False,False
H2AC15,lymph node,clustered,5,3,17.96,0.0,31.107632503937037,0.0,53.88,53.88,human,Homo sapiens,53.88,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC8,midbrain,clustered,6,2,26.84166666666667,26.84166666666667,37.95984903669783,0.0,53.68333333333334,53.68333333333334,human,Homo sapiens,53.68333333333334,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC1,adult mammalian kidney,clustered,7,7,38.47714285714286,44.17,17.85865099821906,0.0,53.635000000000005,53.635000000000005,mus_musculus,Mus musculus,53.635000000000005,felis_catus,Felis catus,0.0,True,False,False,background,background,False,False
H2AC8,myometrium,clustered,6,2,26.794375,26.794375,37.892968520310596,0.0,53.58875,53.58875,human,Homo sapiens,53.58875,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC15,prefrontal cortex,clustered,5,5,28.781,24.67,20.531748707793987,0.0,53.565,53.565,human,Homo sapiens,53.565,bos_taurus,Bos taurus,0.0,True,False,False,background,background,False,False
H2AC12,saliva-secreting gland,clustered,6,3,33.281666666666666,46.41,29.036006239380328,0.0,53.435,53.435,bos_taurus,Bos taurus,53.435,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC6,gluteus medius,clustered,7,2,56.3375,56.3375,37.727682310208245,29.66,83.015,53.355000000000004,bos_taurus,Bos taurus,83.015,equus_caballus,Equus caballus,29.66,False,False,False,background,background,False,False
H2AC21,primary visual cortex,clustered,6,3,33.17333333333333,46.22,28.946228309286397,0.0,53.3,53.3,human,Homo sapiens,53.3,pan_troglodytes,Pan troglodytes,0.0,False,False,False,background,background,False,False
H2AC12,endometrium,clustered,6,3,24.191333333333336,19.43,26.890033568839844,0.0,53.144000000000005,53.144000000000005,bos_taurus,Bos taurus,53.144000000000005,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC13,skeletal muscle tissue,clustered,7,5,20.494999999999997,0.0,28.095653578445187,0.0,53.125,53.125,bos_taurus,Bos taurus,53.125,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,False,False,background,background,False,False
H2AC13,bone marrow,clustered,7,5,70.02000000000001,75.53999999999999,21.770608627229507,40.5,93.62,53.120000000000005,equus_caballus,Equus caballus,93.62,canis_lupus_familiaris,Canis lupus familiaris,40.5,True,False,False,background,background,False,False
MACROH2A2,ileum,variant,8,3,17.694666666666667,0.0,30.648061689662097,0.0,53.084,53.084,bos_taurus,Bos taurus,53.084,macaca_mulatta,Macaca mulatta,0.0,False,False,False,background,background,False,False
H2AC25,ovary,clustered,6,4,66.09833333333333,63.91,24.304154765983718,41.75,94.82333333333334,53.07333333333334,sus_scrofa,Sus scrofa,94.82333333333334,canis_lupus_familiaris,Canis lupus familiaris,41.75,True,False,False,background,background,False,False
MACROH2A2,mucosa of urinary bladder,variant,8,2,26.53,26.53,37.51908580975821,0.0,53.06,53.06,canis_lupus_familiaris,Canis lupus familiaris,53.06,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC13,occipital lobe,clustered,7,2,26.52,26.52,37.50494367413448,0.0,53.04,53.04,bos_taurus,Bos taurus,53.04,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC25,hypothalamus,clustered,6,4,48.2078125,41.565,22.957854737336085,28.35,81.35125,53.00124999999999,human,Homo sapiens,81.35125,canis_lupus_familiaris,Canis lupus familiaris,28.35,True,False,False,background,background,False,False
H2AC13,mammary gland,clustered,7,2,26.49125,26.49125,37.46428503421625,0.0,52.9825,52.9825,bos_taurus,Bos taurus,52.9825,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC17,adult mammalian kidney,clustered,6,6,20.605555555555554,12.96,24.21588254446671,0.0,52.96666666666666,52.96666666666666,human,Homo sapiens,52.96666666666666,equus_caballus,Equus caballus,0.0,True,False,False,background,background,False,False
H2AC12,placenta,clustered,6,3,34.625,50.955,30.00222116777356,0.0,52.92,52.92,human,Homo sapiens,52.92,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC7,spinal cord,clustered,5,2,26.451875,26.451875,37.408600375197814,0.0,52.90375,52.90375,equus_caballus,Equus caballus,52.90375,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC11,prefrontal cortex,clustered,6,6,21.78708333333333,16.19,24.751131106308385,0.0,52.85,52.85,canis_lupus_familiaris,Canis lupus familiaris,52.85,bos_taurus,Bos taurus,0.0,True,False,False,background,background,False,False
H2AC20,hypothalamus,clustered,5,2,26.40625,26.40625,37.344076881414544,0.0,52.8125,52.8125,human,Homo sapiens,52.8125,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
MACROH2A2,gluteal muscle,variant,8,2,26.35,26.35,37.264527368531056,0.0,52.7,52.7,bos_taurus,Bos taurus,52.7,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC20,endometrium,clustered,5,3,33.254999999999995,47.16,28.928070709952298,0.0,52.605,52.605,human,Homo sapiens,52.605,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC15,thyroid gland,clustered,5,3,34.633589743589745,51.38,29.99899152479848,0.0,52.52076923076923,52.52076923076923,human,Homo sapiens,52.52076923076923,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC1,placenta,clustered,7,4,13.10875,0.0,26.2175,0.0,52.435,52.435,mus_musculus,Mus musculus,52.435,bos_taurus,Bos taurus,0.0,True,False,False,background,background,False,False
H2AC11,cortex of kidney,clustered,6,3,17.473333333333333,0.0,30.264701110920186,0.0,52.42,52.42,human,Homo sapiens,52.42,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC8,jejunum,clustered,6,2,26.166666666666668,26.166666666666668,37.00525488209599,0.0,52.333333333333336,52.333333333333336,bos_taurus,Bos taurus,52.333333333333336,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC19,omental fat pad,clustered,4,2,61.70090909090909,61.70090909090909,36.96882816912577,35.56,87.84181818181818,52.28181818181818,human,Homo sapiens,87.84181818181818,bos_taurus,Bos taurus,35.56,False,False,False,background,background,False,False
H2AC11,heart left ventricle,clustered,6,3,34.035,49.85999999999999,29.49928770326497,0.0,52.245000000000005,52.245000000000005,canis_lupus_familiaris,Canis lupus familiaris,52.245000000000005,sus_scrofa,Sus scrofa,0.0,False,False,False,background,background,False,False
H2AC11,embryo,clustered,6,2,26.03,26.03,36.81197902857166,0.0,52.06,52.06,equus_caballus,Equus caballus,52.06,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC11,uterine cervix,clustered,6,2,25.965,25.965,36.72005514701741,0.0,51.93,51.93,human,Homo sapiens,51.93,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC7,adult mammalian kidney,clustered,5,5,34.475,37.745,20.610304234168886,0.0,51.8725,51.8725,human,Homo sapiens,51.8725,equus_caballus,Equus caballus,0.0,True,False,False,background,background,False,False
MACROH2A2,mesenteric lymph node,variant,8,2,25.9225,25.9225,36.65995107061656,0.0,51.845,51.845,bos_taurus,Bos taurus,51.845,sus_scrofa,Sus scrofa,0.0,False,False,False,background,background,False,False
H2AC11,esophagus,clustered,6,2,25.854285714285716,25.854285714285716,36.56348150261182,0.0,51.70857142857143,51.70857142857143,human,Homo sapiens,51.70857142857143,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC15,myometrium,clustered,5,2,25.82214285714286,25.82214285714286,36.51802463810698,0.0,51.64428571428572,51.64428571428572,human,Homo sapiens,51.64428571428572,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC11,pituitary gland,clustered,6,4,31.60625,37.41,22.263639031314415,0.0,51.605,51.605,canis_lupus_familiaris,Canis lupus familiaris,51.605,sus_scrofa,Sus scrofa,0.0,True,False,False,background,background,False,False
H2AC21,right lobe of liver,clustered,6,2,65.8775,65.8775,36.426605832825004,40.12,91.635,51.51500000000001,sus_scrofa,Sus scrofa,91.635,human,Homo sapiens,40.12,False,False,False,background,background,False,False
H2AC12,pituitary gland,clustered,6,4,25.090833333333332,24.43,28.992489113561806,0.0,51.50333333333333,51.50333333333333,bos_taurus,Bos taurus,51.50333333333333,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,False,False,background,background,False,False
H2AC15,adenohypophysis,clustered,5,2,25.722,25.722,36.376401251360754,0.0,51.444,51.444,human,Homo sapiens,51.444,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC17,occipital cortex,clustered,6,2,25.66,25.66,36.28872001049362,0.0,51.32,51.32,canis_lupus_familiaris,Canis lupus familiaris,51.32,sus_scrofa,Sus scrofa,0.0,False,False,False,background,background,False,False
H2AC12,adrenal gland,clustered,6,3,31.456666666666667,43.06,27.552804454961265,0.0,51.31,51.31,bos_taurus,Bos taurus,51.31,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC13,embryo,clustered,7,2,25.64,25.64,36.26043573924616,0.0,51.28,51.28,felis_catus,Felis catus,51.28,equus_caballus,Equus caballus,0.0,False,False,False,background,background,False,False
H2AC13,hypothalamus,clustered,7,4,23.39875,21.1625,27.264216589698666,0.0,51.27,51.27,bos_taurus,Bos taurus,51.27,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,False,False,background,background,False,False
H2AC14,blood,clustered,7,4,23.63791666666667,21.7025,27.47708814479196,0.0,51.14666666666667,51.14666666666667,human,Homo sapiens,51.14666666666667,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,False,False,background,background,False,False
H2AC25,cerebral cortex,clustered,6,5,69.308,80.33,23.19453992861251,42.875,94.01,51.135000000000005,sus_scrofa,Sus scrofa,94.01,canis_lupus_familiaris,Canis lupus familiaris,42.875,True,False,False,background,background,False,False
H2AC1,intestine,clustered,7,2,25.5325,25.5325,36.10840778129105,0.0,51.065,51.065,mus_musculus,Mus musculus,51.065,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC13,thyroid gland,clustered,7,3,27.47066666666667,31.367,25.744592953343297,0.0,51.045,51.045,bos_taurus,Bos taurus,51.045,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC11,adenohypophysis,clustered,6,2,25.515,25.515,36.08365904394952,0.0,51.03,51.03,human,Homo sapiens,51.03,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC12,adipose tissue,clustered,6,5,17.118333333333332,0.0,24.148579610863703,0.0,51.00666666666667,51.00666666666667,bos_taurus,Bos taurus,51.00666666666667,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,False,False,background,background,False,False
H2AC1,kidney,clustered,7,5,29.486,35.42,19.389955647190117,0.0,51.0,51.0,mus_musculus,Mus musculus,51.0,bos_taurus,Bos taurus,0.0,True,False,False,background,background,False,False
H2AC21,ovary,clustered,6,3,60.705000000000005,43.875,29.32812941529002,43.67,94.57,50.89999999999999,sus_scrofa,Sus scrofa,94.57,bos_taurus,Bos taurus,43.67,False,False,False,background,background,False,False
H2AC12,gluteus medius,clustered,6,2,25.43,25.43,35.96345089114781,0.0,50.86,50.86,bos_taurus,Bos taurus,50.86,equus_caballus,Equus caballus,0.0,False,False,False,background,background,False,False
H2AC7,prostate gland,clustered,5,2,25.400625,25.400625,35.9219083677531,0.0,50.80125,50.80125,human,Homo sapiens,50.80125,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC12,brain,clustered,6,4,26.21708333333333,27.034166666666664,20.897927080215396,0.0,50.8,50.8,bos_taurus,Bos taurus,50.8,macaca_mulatta,Macaca mulatta,0.0,True,False,False,background,background,False,False
H2AC11,jejunum,clustered,6,3,30.991666666666664,42.19,27.18144695069292,0.0,50.785,50.785,bos_taurus,Bos taurus,50.785,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC17,cerebral cortex,clustered,6,4,30.87125,36.3825,21.782735661910483,0.0,50.72,50.72,sus_scrofa,Sus scrofa,50.72,macaca_mulatta,Macaca mulatta,0.0,True,False,False,background,background,False,False
H2AC12,uterus,clustered,6,2,25.316666666666666,25.316666666666666,35.80317335407886,0.0,50.63333333333333,50.63333333333333,bos_taurus,Bos taurus,50.63333333333333,sus_scrofa,Sus scrofa,0.0,False,False,False,background,background,False,False
H2AC21,uterus,clustered,6,2,64.17500000000001,64.17500000000001,35.800816331474905,38.86,89.49000000000001,50.63000000000001,sus_scrofa,Sus scrofa,89.49000000000001,bos_taurus,Bos taurus,38.86,False,False,False,background,background,False,False
H2AC15,Ammon's horn,clustered,5,3,16.81222222222222,0.0,29.119623077027427,0.0,50.43666666666667,50.43666666666667,human,Homo sapiens,50.43666666666667,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC12,adenohypophysis,clustered,6,2,25.2075,25.2075,35.64878837351979,0.0,50.415,50.415,bos_taurus,Bos taurus,50.415,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC7,bone marrow,clustered,5,4,63.933749999999996,64.3475,20.581271978427377,38.32,88.72,50.4,equus_caballus,Equus caballus,88.72,canis_lupus_familiaris,Canis lupus familiaris,38.32,True,False,False,background,background,False,False
H2AC19,testis,clustered,4,4,78.86583333333334,86.675,23.66856195462664,45.86333333333334,96.25,50.38666666666666,human,Homo sapiens,96.25,bos_taurus,Bos taurus,45.86333333333334,True,False,False,background,background,False,False
H2AC12,olfactory segment of nasal mucosa,clustered,6,3,26.963333333333335,30.53,25.36874520612585,0.0,50.36,50.36,bos_taurus,Bos taurus,50.36,macaca_mulatta,Macaca mulatta,0.0,False,False,False,background,background,False,False
H2AC21,gall bladder,clustered,6,2,25.165,25.165,35.58868429711894,0.0,50.33,50.33,bos_taurus,Bos taurus,50.33,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AC11,cerebral cortex,clustered,6,5,36.781666666666666,44.97,20.72960054822304,0.0,50.21333333333334,50.21333333333334,human,Homo sapiens,50.21333333333334,bos_taurus,Bos taurus,0.0,True,False,False,background,background,False,False
H2AC21,granulosa cell,clustered,6,2,25.09,25.09,35.48261827994096,0.0,50.18,50.18,sus_scrofa,Sus scrofa,50.18,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
H2AC12,ovary,clustered,6,4,20.376875000000002,15.7125,24.731351844622242,0.0,50.0825,50.0825,bos_taurus,Bos taurus,50.0825,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,False,False,background,background,False,False
H2AC16,liver,clustered,4,4,29.992291666666667,34.98625,23.40369519509093,0.0,49.99666666666667,49.99666666666667,macaca_mulatta,Macaca mulatta,49.99666666666667,equus_caballus,Equus caballus,0.0,True,False,False,background,background,False,False
H2AC1,lung,clustered,7,6,12.429305555555556,0.0,20.850048510579505,0.0,49.932500000000005,49.932500000000005,mus_musculus,Mus musculus,49.932500000000005,bos_taurus,Bos taurus,0.0,True,False,False,background,background,False,False
H2AC8,renal medulla,clustered,6,2,24.9575,24.9575,35.295234982926516,0.0,49.915,49.915,bos_taurus,Bos taurus,49.915,human,Homo sapiens,0.0,False,False,False,background,background,False,False
H2AB3,cerebellum,variant,5,4,32.58958333333333,40.291666666666664,22.9043698068731,0.0,49.775,49.775,mus_musculus,Mus musculus,49.775,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,False,False,background,background,False,False
H2AC12,skeletal muscle tissue,clustered,6,5,28.48,45.35,26.04538130840092,0.0,49.755,49.755,canis_lupus_familiaris,Canis lupus familiaris,49.755,macaca_mulatta,Macaca mulatta,0.0,True,False,False,background,background,False,False
H2AC7,metanephros cortex,clustered,5,3,30.816666666666666,42.74,26.914595173127413,0.0,49.71,49.71,bos_taurus,Bos taurus,49.71,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC12,subcutaneous adipose tissue,clustered,6,3,28.152348484848485,34.7525,25.501116832953834,0.0,49.70454545454545,49.70454545454545,bos_taurus,Bos taurus,49.70454545454545,sus_scrofa,Sus scrofa,0.0,False,False,False,background,background,False,False
H2AB3,spleen,variant,5,4,19.55318181818182,14.26,24.176089199469722,0.0,49.69272727272728,49.69272727272728,human,Homo sapiens,49.69272727272728,canis_lupus_familiaris,Canis lupus familiaris,0.0,True,False,False,background,background,False,False
H2AC6,spinal cord,clustered,7,3,76.88558333333333,88.273,26.71847600015452,46.36,96.02375,49.66375000000001,equus_caballus,Equus caballus,96.02375,canis_lupus_familiaris,Canis lupus familiaris,46.36,False,False,False,background,background,False,False
H2AC15,frontal cortex,clustered,5,4,22.46647727272727,20.1025,26.227704897376825,0.0,49.66090909090909,49.66090909090909,human,Homo sapiens,49.66090909090909,bos_taurus,Bos taurus,0.0,True,False,False,background,background,False,False
H2AC14,adrenal gland,clustered,7,3,29.97666666666667,40.39,26.360596224921267,0.0,49.54,49.54,bos_taurus,Bos taurus,49.54,canis_lupus_familiaris,Canis lupus familiaris,0.0,False,False,False,background,background,False,False
H2AC11,prostate gland,clustered,6,2,24.760625,24.760625,35.01681168783432,0.0,49.52125,49.52125,human,Homo sapiens,49.52125,bos_taurus,Bos taurus,0.0,False,False,False,background,background,False,False
